Bin Feature_name Count_D3 Count_D1
bin_1 GEDJHMHK_01787 0.121941893294 0.0
bin_1 GEDJHMHK_02367 0.0781926496478 0.0
bin_1 GEDJHMHK_01443 0.037579011457 0.0
bin_1 GEDJHMHK_01972 0.032645642429 0.0
bin_1 GEDJHMHK_01726 0.0230202262076 0.0
bin_2 NKKGILPB_00849 0.0555714510488 0.611052028652
bin_2 NKKGILPB_01324 0.0471903580472 0.0164903163108
bin_2 NKKGILPB_01728 0.0117636883925 0.0197315164132
bin_2 NKKGILPB_02417 0.00996049528125 0.00835348870048
bin_2 NKKGILPB_02564 0.00627108388571 0.0
bin_6 AJLHJOPO_00051 2.47624294702 2.57430818486
bin_6 AJLHJOPO_00052 1.09739582627 2.28885590393
bin_6 AJLHJOPO_00053 0.074432064738 0.291308933228
bin_6 AJLHJOPO_01613 0.0155066801538 0.0
bin_6 AJLHJOPO_00727 0.00860034361469 0.0
bin_7 IBEININK_01452 0.076707601234 0.0169294075735
bin_7 IBEININK_01505 0.0351396013785 0.0
bin_7 IBEININK_01108 0.0301751613803 0.0196830360289
bin_7 IBEININK_02008 0.0254271028608 0.0355412407443
bin_7 IBEININK_01832 0.0217093522153 0.0130048630905
bin_12 NAKHGHBN_01166 0.443139354497 0.218267186715
bin_12 NAKHGHBN_01167 0.0865156564198 0.0230864428351
bin_12 NAKHGHBN_01150 0.0592012083961 0.0248249013442
bin_12 NAKHGHBN_01249 0.0505988543603 0.0159132507805
bin_12 NAKHGHBN_01314 0.0364863062441 0.01529983893
bin_16 KMAGMKGC_00888 0.0834975085202 0.0
bin_16 KMAGMKGC_01383 0.0319468728251 0.0
bin_16 KMAGMKGC_01530 0.023426400919 0.0
bin_16 KMAGMKGC_01746 0.0185238170163 0.0
bin_16 KMAGMKGC_01834 0.0171287178267 0.0
bin_19 HOJAHHDM_00612 0.30719394807 0.00813574373436
bin_19 HOJAHHDM_01055 0.0509174572213 0.0
bin_19 HOJAHHDM_01086 0.0345465279375 0.0
bin_19 HOJAHHDM_01126 0.0345173993305 0.0
bin_19 HOJAHHDM_01159 0.0322512885551 0.00360639060494
bin_24 OADFBJFJ_02432 0.560455725557 0.0510905335699
bin_24 OADFBJFJ_02436 0.307801771473 0.012907082165
bin_24 OADFBJFJ_02406 0.174873653499 0.00721278120987
bin_24 OADFBJFJ_01822 0.142075732934 0.0
bin_24 OADFBJFJ_01936 0.108248555689 0.0165061723841
bin_26 FFEFCCMG_00326 0.69861674798 1.41273881152
bin_26 FFEFCCMG_00530 0.309441855262 0.697718156589
bin_26 FFEFCCMG_00720 0.06270173934 0.00138383065534
bin_26 FFEFCCMG_00945 0.057040649826 0.0110394979289
bin_26 FFEFCCMG_01068 0.051568727023 0.0
Bin Feature_name Count_D3 Count_D1
bin_1 GEDJHMHK_01787 0.121941893294 0.0
bin_1 GEDJHMHK_02367 0.0781926496478 0.0
bin_1 GEDJHMHK_01443 0.037579011457 0.0
bin_1 GEDJHMHK_01972 0.032645642429 0.0
bin_1 GEDJHMHK_01726 0.0230202262076 0.0
bin_2 NKKGILPB_00849 0.0555714510488 0.611052028652
bin_2 NKKGILPB_01324 0.0471903580472 0.0164903163108
bin_2 NKKGILPB_01728 0.0117636883925 0.0197315164132
bin_2 NKKGILPB_02417 0.00996049528125 0.00835348870048
bin_2 NKKGILPB_02564 0.00627108388571 0.0
bin_6 AJLHJOPO_00051 2.47624294702 2.57430818486
bin_6 AJLHJOPO_00052 1.09739582627 2.28885590393
bin_6 AJLHJOPO_00053 0.074432064738 0.291308933228
bin_6 AJLHJOPO_01613 0.0155066801538 0.0
bin_6 AJLHJOPO_00727 0.00860034361469 0.0
bin_7 IBEININK_01452 0.076707601234 0.0169294075735
bin_7 IBEININK_01505 0.0351396013785 0.0
bin_7 IBEININK_01108 0.0301751613803 0.0196830360289
bin_7 IBEININK_02008 0.0254271028608 0.0355412407443
bin_7 IBEININK_01832 0.0217093522153 0.0130048630905
bin_12 NAKHGHBN_01166 0.443139354497 0.218267186715
bin_12 NAKHGHBN_01167 0.0865156564198 0.0230864428351
bin_12 NAKHGHBN_01150 0.0592012083961 0.0248249013442
bin_12 NAKHGHBN_01249 0.0505988543603 0.0159132507805
bin_12 NAKHGHBN_01314 0.0364863062441 0.01529983893
bin_16 KMAGMKGC_00888 0.0834975085202 0.0
bin_16 KMAGMKGC_01383 0.0319468728251 0.0
bin_16 KMAGMKGC_01530 0.023426400919 0.0
bin_16 KMAGMKGC_01746 0.0185238170163 0.0
bin_16 KMAGMKGC_01834 0.0171287178267 0.0
bin_19 HOJAHHDM_00612 0.30719394807 0.00813574373436
bin_19 HOJAHHDM_01055 0.0509174572213 0.0
bin_19 HOJAHHDM_01086 0.0345465279375 0.0
bin_19 HOJAHHDM_01126 0.0345173993305 0.0
bin_19 HOJAHHDM_01159 0.0322512885551 0.00360639060494
bin_24 OADFBJFJ_02432 0.560455725557 0.0510905335699
bin_24 OADFBJFJ_02436 0.307801771473 0.012907082165
bin_24 OADFBJFJ_02406 0.174873653499 0.00721278120987
bin_24 OADFBJFJ_01822 0.142075732934 0.0
bin_24 OADFBJFJ_01936 0.108248555689 0.0165061723841
bin_26 FFEFCCMG_00326 0.69861674798 1.41273881152
bin_26 FFEFCCMG_00530 0.309441855262 0.697718156589
bin_26 FFEFCCMG_00720 0.06270173934 0.00138383065534
bin_26 FFEFCCMG_00945 0.057040649826 0.0110394979289
bin_26 FFEFCCMG_01068 0.051568727023 0.0
